id	title	year	venue	language	RQs	relevance	score	decision	reason
kretzer_closing_2025	Closing the {Loop} between {User} {Stories} and {GUI} {Prototypes}: {An} {LLM}-{Based} {Assistant} for {Cross}-{Functional} {Integration} in {Software} {Development}	2025	Proceedings of the 2025 {CHI} {Conference} on {Human} {Factors} in {Computing} {Systems}		RQ3	Baja	1.0	Include	XAI/calibración
rao_xpf_2025	{XPF}: {Agentic} {AI} {System} for {Business} {Workflow} {Automation}	2025	Proceedings of the 34th {International} {Symposium} on {High}-{Performance} {Parallel} and {Distributed} {Computing}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
santana_responsible_2025	Responsible {Prompting} {Recommendation}: {Fostering} {Responsible} {AI} {Practices} in {Prompting}-{Time}	2025	Proceedings of the 2025 {CHI} {Conference} on {Human} {Factors} in {Computing} {Systems}			Excluir	0.0	Exclude	No trata RAG ni RQs
xu_ckgfuzzer_2025	{CKGFuzzer}: {LLM}-{Based} {Fuzz} {Driver} {Generation} {Enhanced} {By} {Code} {Knowledge} {Graph}	2025	Proceedings of the {IEEE}/{ACM} 47th {International} {Conference} on {Software} {Engineering}: {Companion} {Proceedings}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
ashktorab_evalassist_2025	{EvalAssist}: {Insights} on {Task}-{Specific} {Evaluations} and {AI}-{Assisted} {Judgment} {Strategy} {Preferences}	2025	Proceedings of the 38th {Annual} {ACM} {Symposium} on {User} {Interface} {Software} and {Technology}		RQ1,RQ4	Baja	1.0	Include	Confianza/percepción y Métricas/metodologías
xie_tree-enhanced_2025	A {Tree}-{Enhanced} {Multi}-{Agent} {Question} {Answering} {System} for {Enterprise}-{Specific} {Financial} {Knowledge} {Based} on {Dynamic} {Search}	2025	Proceedings of the 2025 {International} {Conference} on {Software} {Engineering} and {Computer} {Applications}			Excluir	0.0	Exclude	No trata RAG ni RQs
mayfield_evaluation_2024	On the {Evaluation} of {Machine}-{Generated} {Reports}	2024	Proceedings of the 47th {International} {ACM} {SIGIR} {Conference} on {Research} and {Development} in {Information} {Retrieval}		RQ2,RQ3,RQ4	Media	1.5	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
han_event_2024	Event {Traffic} {Forecasting} with {Sparse} {Multimodal} {Data}	2024	Proceedings of the 32nd {ACM} {International} {Conference} on {Multimedia}		RQ2,RQ4	Baja	1.0	Include	Factualidad/alucinaciones y Métricas/metodologías
kobiella_when_2025	When {AI} {Joins} the {Negotiation} {Table}: {Evaluating} {AI} as a {Moderator}	2025	Proceedings of the 7th {ACM} {Conference} on {Conversational} {User} {Interfaces}			Excluir	0.0	Exclude	No trata RAG ni RQs
dudy_unequal_2025	Unequal {Opportunities}: {Examining} the {Bias} in {Geographical} {Recommendations} by {Large} {Language} {Models}	2025	Proceedings of the 30th {International} {Conference} on {Intelligent} {User} {Interfaces}		RQ3	Baja	0.5	Include	XAI/calibración
jiang_peatmoss_2024	{PeaTMOSS}: {A} {Dataset} and {Initial} {Analysis} of {Pre}-{Trained} {Models} in {Open}-{Source} {Software}	2024	Proceedings of the 21st {International} {Conference} on {Mining} {Software} {Repositories}		RQ4	Baja	0.5	Include	Métricas/metodologías
hoveyda_adaptive_2025	Adaptive {Orchestration} of {Modular} {Generative} {Information} {Access} {Systems}	2025	Proceedings of the 48th {International} {ACM} {SIGIR} {Conference} on {Research} and {Development} in {Information} {Retrieval}			Excluir	0.0	Exclude	No trata RAG ni RQs
burgueno_human_2024	A {Human} {Behavior} {Exploration} {Approach} {Using} {LLMs} for {Cyber}-{Physical} {Systems}	2024	Proceedings of the {ACM}/{IEEE} 27th {International} {Conference} on {Model} {Driven} {Engineering} {Languages} and {Systems}		RQ4	Baja	0.5	Include	Métricas/metodologías
laban_lexi_2024	{LEXI}: {Large} {Language} {Models} {Experimentation} {Interface}	2024	Proceedings of the 12th {International} {Conference} on {Human}-{Agent} {Interaction}		RQ2,RQ3,RQ4	Media	1.5	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
fan_towards_2025	Towards {Resilient} and {Efficient} {LLMs}: {A} {Comparative} {Study} of {Efficiency}, {Performance}, and {Adversarial} {Robustness}	2025	Proceedings of the 2024 7th {Artificial} {Intelligence} and {Cloud} {Computing} {Conference}		RQ2,RQ4	Baja	1.0	Include	Factualidad/alucinaciones y Métricas/metodologías
gao_social_2025	Social {Context}-{Aware} {Community}-{Level} {Propagation} {Prediction}	2025	Proceedings of the 48th {International} {ACM} {SIGIR} {Conference} on {Research} and {Development} in {Information} {Retrieval}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zhao_knoll_2025	Knoll: {Creating} a {Knowledge} {Ecosystem} for {Large} {Language} {Models}	2025	Proceedings of the 38th {Annual} {ACM} {Symposium} on {User} {Interface} {Software} and {Technology}		RQ2	Baja	0.5	Include	Factualidad/alucinaciones
whitehead_conversational_2025	Conversational {Interactions} with {Procedural} {Generators} using {Large} {Language} {Models}	2025	Proceedings of the 20th {International} {Conference} on the {Foundations} of {Digital} {Games}		RQ2	Baja	0.5	Include	Factualidad/alucinaciones
wu_cardioai_2025	{CardioAI}: {A} {Multimodal} {AI}-based {System} to {Support} {Symptom} {Monitoring} and {Risk} {Prediction} of {Cancer} {Treatment}-{Induced} {Cardiotoxicity}	2025	Proceedings of the 2025 {CHI} {Conference} on {Human} {Factors} in {Computing} {Systems}		RQ3,RQ4	Baja	1.0	Include	XAI/calibración y Métricas/metodologías
alves_da_veiga_generative_2023	Generative {Ominous} {Dataset}: {Testing} the {Current} {Public} {Perception} of {Generative} {Art}	2023	Proceedings of the 20th {International} {Conference} on {Culture} and {Computer} {Science}: {Code} and {Materiality}			Excluir	0.0	Exclude	No trata RAG ni RQs
wang_effects_2025	The {Effects} of {Chatbot} {Placement}, {Personification}, and {Functionality} on {Student} {Outcomes} in a {Global} {CS1} {Course}	2025	Proceedings of the {Twelfth} {ACM} {Conference} on {Learning} @ {Scale}		RQ3,RQ4	Baja	1.0	Include	XAI/calibración y Métricas/metodologías
liu_opseval_2025	{OpsEval}: {A} {Comprehensive} {Benchmark} {Suite} for {Evaluating} {Large} {Language} {Models}’ {Capability} in {IT} {Operations} {Domain}	2025	Proceedings of the 33rd {ACM} {International} {Conference} on the {Foundations} of {Software} {Engineering}		RQ3,RQ4	Baja	1.0	Include	XAI/calibración y Métricas/metodologías
ma_t3set_2025	{T3Set}: {A} {Multimodal} {Dataset} with {Targeted} {Suggestions} for {LLM}-based {Virtual} {Coach} in {Table} {Tennis} {Training}	2025	Proceedings of the 31st {ACM} {SIGKDD} {Conference} on {Knowledge} {Discovery} and {Data} {Mining} {V}.2		RQ1,RQ2,RQ3,RQ4	Media	2.0	Include	Confianza/percepción y Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
salminen_communication_2024	Communication {Design} for an {Educational} {AI} {Chatbot}: {Analyzing} {Cipherbot}'s {Communication} {Style} and {Challenges}	2024	Proceedings of the 27th {International} {Academic} {Mindtrek} {Conference}			Excluir	0.0	Exclude	No trata RAG ni RQs
li_learning_2024	Learning to {Rewrite} {Prompts} for {Personalized} {Text} {Generation}	2024	Proceedings of the {ACM} {Web} {Conference} 2024		RQ4	Baja	0.5	Include	Métricas/metodologías
zhai_addressing_2025	Addressing {Past} {Tense} {Temporal} {Attacks} in {Large} {Language} {Models} through {Multiple} {Methods}	2025	Proceedings of the 2024 8th {International} {Conference} on {E}-{Society}, {E}-{Education} and {E}-{Technology}		RQ4	Baja	0.5	Include	Métricas/metodologías
li_understanding_2024	Understanding {Code} {Changes} {Practically} with {Small}-{Scale} {Language} {Models}	2024	Proceedings of the 39th {IEEE}/{ACM} {International} {Conference} on {Automated} {Software} {Engineering}		RQ2,RQ3,RQ4	Media	1.5	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
andrews_aimoderator_2025	{AiModerator}: {A} {Co}-{Pilot} for {Hyper}-{Contextualization} in {Political} {Debate} {Video}	2025	Proceedings of the 30th {International} {Conference} on {Intelligent} {User} {Interfaces}		RQ4	Baja	0.5	Include	Métricas/metodologías
sun_research_2025	Research and {Implementation} of {QC} {Knowledge} {Management} {Model} for {Tobacco} {Enterprises} {Based} on {AI}	2025	Proceedings of the 2nd {International} {Conference} on {Artificial} {Intelligence} of {Things} and {Computing}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zha_m2conceptbase_2024	{M2ConceptBase}: {A} {Fine}-{Grained} {Aligned} {Concept}-{Centric} {Multimodal} {Knowledge} {Base}	2024	Proceedings of the 33rd {ACM} {International} {Conference} on {Information} and {Knowledge} {Management}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
al-zuraiqi_designing_2025	Designing and {Optimizing} {Alignment} {Datasets} for {IoT} {Security}: {A} {Synergistic} {Approach} with {Static} {Analysis} {Insights}	2025	Proceedings of the 21st {International} {Conference} on {Predictive} {Models} and {Data} {Analytics} in {Software} {Engineering}		RQ2,RQ4	Baja	1.0	Include	Factualidad/alucinaciones y Métricas/metodologías
xiao_llm-enhanced_2024	{LLM}-{Enhanced} {Chinese} {NL2SQL} {Translation} {Task} {Under} {Resource}-{Limited} {Condition}	2024	Proceedings of the {ACM} {Turing} {Award} {Celebration} {Conference} - {China} 2024		RQ2,RQ4	Baja	1.0	Include	Factualidad/alucinaciones y Métricas/metodologías
mirindi_advanced_2025	Advanced evaluation of {BIM}-{GenAI} using {OpenAI} o1 and ethical considerations	2025	Proceedings of the 2025 {Computers} and {People} {Research} {Conference}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
sayana_beyond_2025	Beyond {Retrieval}: {Generating} {Narratives} in {Conversational} {Recommender} {Systems}	2025	Companion {Proceedings} of the {ACM} on {Web} {Conference} 2025		RQ2,RQ4	Baja	1.0	Include	Factualidad/alucinaciones y Métricas/metodologías
noh_biassist_2025	{BIASsist}: {Empowering} {News} {Readers} via {Bias} {Identification}, {Explanation}, and {Neutralization}	2025	Proceedings of the 2025 {CHI} {Conference} on {Human} {Factors} in {Computing} {Systems}		RQ1,RQ3	Baja	1.0	Include	Confianza/percepción y XAI/calibración
muthyala_so_2024	So {You} {Want} to {Build} a {Chatbot}?: {A} {Systematic} {Case} {Study} {Comparing} the {Design} and {Development} of {Two} {Water} {Chatbots}	2024	Proceedings of the 42nd {ACM} {International} {Conference} on {Design} of {Communication}			Excluir	0.0	Exclude	No trata RAG ni RQs
kwak_adaptive_2025	Adaptive {Tutoring} {Goes} to {Sweden}: {Machine} {Translation} and {Alignment} of {English} {OERs} to a {Swedish} {Calculus} {Course}	2025	Proceedings of the {Twelfth} {ACM} {Conference} on {Learning} @ {Scale}		RQ4	Baja	0.5	Include	Métricas/metodologías
abdenebaoui_value-driven_2025	Value-{Driven} {Design} for {Public} {Administration}: {Insights} from a {Generative} {Chatbot} in a {Housing} {Application} {Case} {Study}	2025	Proceedings of the 2025 {ACM} {Conference} on {Fairness}, {Accountability}, and {Transparency}			Excluir	0.0	Exclude	No trata RAG ni RQs
pu_ideasynth_2025	{IdeaSynth}: {Iterative} {Research} {Idea} {Development} {Through} {Evolving} and {Composing} {Idea} {Facets} with {Literature}-{Grounded} {Feedback}	2025	Proceedings of the 2025 {CHI} {Conference} on {Human} {Factors} in {Computing} {Systems}		RQ2,RQ4	Baja	1.0	Include	Factualidad/alucinaciones y Métricas/metodologías
cowgill_recapturing_2024	({Re})capturing the {Emotional} {Geography} of {Lost} {Music} {Venues}: {A} {Case} {Study} of the {Willow} {Community} {Digital} {Archive}	2024	Proceedings of the 11th {International} {Conference} on {Digital} {Libraries} for {Musicology}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
liu_webglm_2023	{WebGLM}: {Towards} {An} {Efficient} {Web}-{Enhanced} {Question} {Answering} {System} with {Human} {Preferences}	2023	Proceedings of the 29th {ACM} {SIGKDD} {Conference} on {Knowledge} {Discovery} and {Data} {Mining}		RQ2,RQ4	Baja	1.0	Include	Factualidad/alucinaciones y Métricas/metodologías
guo_ideabench_2025	{IdeaBench}: {Benchmarking} {Large} {Language} {Models} for {Research} {Idea} {Generation}	2025	Proceedings of the 31st {ACM} {SIGKDD} {Conference} on {Knowledge} {Discovery} and {Data} {Mining} {V}.2		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
sikder_efficient_2025	Efficient {Adaptation} of {Large} {Language} {Models} for {Smart} {Contract} {Vulnerability} {Detection}	2025	Proceedings of the 21st {International} {Conference} on {Predictive} {Models} and {Data} {Analytics} in {Software} {Engineering}		RQ2,RQ3,RQ4	Media	1.5	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zaslavsky_enhancing_2024	Enhancing spatially-disaggregated simulations with large language models	2024	Proceedings of the 2024 7th {International} {Conference} on {Mathematics} and {Statistics}			Excluir	0.0	Exclude	No trata RAG ni RQs
nguyen-ho_t-eagle_2025	T-{EAGLE}: {Capturing} {Temporal} {Narratives} via {Sequence} {Captioning} and {Text} {Matching}	2025	Proceedings of the 8th {Annual} {ACM} {Workshop} on the {Lifelog} {Search} {Challenge}			Excluir	0.0	Exclude	No trata RAG ni RQs
han_xbrl_2024	{XBRL} {Agent}: {Leveraging} {Large} {Language} {Models} for {Financial} {Report} {Analysis}	2024	Proceedings of the 5th {ACM} {International} {Conference} on {AI} in {Finance}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
hong_context-aware_2024	A {Context}-{Aware} {Onboarding} {Agent} for {Metaverse} {Powered} by {Large} {Language} {Models}	2024	Proceedings of the 2024 {ACM} {Designing} {Interactive} {Systems} {Conference}		RQ3,RQ4	Baja	1.0	Include	XAI/calibración y Métricas/metodologías
lee_rex_2024	{REX}: {Designing} {User}-centered {Repair} and {Explanations} to {Address} {Robot} {Failures}	2024	Proceedings of the 2024 {ACM} {Designing} {Interactive} {Systems} {Conference}		RQ1,RQ3	Baja	1.0	Include	Confianza/percepción y XAI/calibración
mridul_terminators_2025	Terminators: {Terms} of {Service} {Parsing} and {Auditing} {Agents}	2025	Companion {Publication} of the 17th {ACM} {Web} {Science} {Conference} 2025		RQ2,RQ3	Media	2.0	Include	Factualidad/alucinaciones y XAI/calibración
lee_log2plan_2025	{Log2Plan}: {An} {Adaptive} {GUI} {Automation} {Framework} {Integrated} with {Task} {Mining} {Approach}	2025	Proceedings of the 38th {Annual} {ACM} {Symposium} on {User} {Interface} {Software} and {Technology}		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
fan_hierarchical_2025	Hierarchical {Table} {Semantics} for {Exploratory} {Table} {Discovery}	2025	Proceedings of the {Workshop} on {Human}-{In}-the-{Loop} {Data} {Analytics}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
kaate_when_2025	When {Personas} {Talk} to {You}: {Evaluating} the {Evolution} of {User} {Personas} from {Static} {Profiles} to {Conversational} {User} {Interfaces}	2025	Proceedings of the 2025 {ACM} {Designing} {Interactive} {Systems} {Conference}			Excluir	0.0	Exclude	No trata RAG ni RQs
zhai_confsum_2025	{ConfSum}: {Towards} {Automatic} {Summarization} of {Network}-scale {Operational} {Intents} from {Device} {Configurations}	2025	Proceedings of the 2nd {Workshop} on {Formal} {Methods} {Aided} {Network} {Operation}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
da_flans_2025	{FlanS}: {A} {Foundation} {Model} for {Free}-{Form} {Language}-based {Segmentation} in {Medical} {Images}	2025	Proceedings of the 31st {ACM} {SIGKDD} {Conference} on {Knowledge} {Discovery} and {Data} {Mining} {V}.2		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
terdalkar_graph_2025	Graph {Repairs} with {Large} {Language} {Models}: {An} {Empirical} {Study}	2025	Proceedings of the 8th {Joint} {Workshop} on {Graph} {Data} {Management} {Experiences} \&amp; {Systems} ({GRADES}) and {Network} {Data} {Analytics} ({NDA})		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
yu_what_2024	What {Makes} a {High}-{Quality} {Training} {Dataset} for {Large} {Language} {Models}: {A} {Practitioners}' {Perspective}	2024	Proceedings of the 39th {IEEE}/{ACM} {International} {Conference} on {Automated} {Software} {Engineering}		RQ2,RQ3,RQ4	Media	1.5	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
lin_technical_2024	Technical {Brief} on {Software} {Engineering} for {FMware}	2024	Proceedings of the 2024 {IEEE}/{ACM} 46th {International} {Conference} on {Software} {Engineering}: {Companion} {Proceedings}		RQ1,RQ2	Baja	1.0	Include	Confianza/percepción y Factualidad/alucinaciones
qian_hsf_2025	{HSF}: {Defending} against {Jailbreak} {Attacks} with {Hidden} {State} {Filtering}	2025	Companion {Proceedings} of the {ACM} on {Web} {Conference} 2025		RQ4	Baja	1.0	Include	Métricas/metodologías
coppolillo_engagement-driven_2025	Engagement-{Driven} {Content} {Generation} with {Large} {Language} {Models}	2025	Proceedings of the 31st {ACM} {SIGKDD} {Conference} on {Knowledge} {Discovery} and {Data} {Mining} {V}.2		RQ4	Baja	0.5	Include	Métricas/metodologías
ke_automation_2024	Automation, {Trustworthy}, {Intelligent} {Prenatal} {Examinations} - {I} {Do}‼	2024	Proceedings of the 2024 {International} {Conference} on {Information} {Technology}, {Data} {Science}, and {Optimization}			Excluir	0.0	Exclude	No trata RAG ni RQs
zhang_towards_2025-1	Towards {AI}-driven {Sign} {Language} {Generation} with {Non}-manual {Markers}	2025	Proceedings of the 2025 {CHI} {Conference} on {Human} {Factors} in {Computing} {Systems}		RQ3,RQ4	Baja	1.0	Include	XAI/calibración y Métricas/metodologías
